2700,1,1413.71669411541,1000,15,1,1413.71669411541,100,1,15,13.6855872029089,17.1069840036361,3.70750300073144,1,NaN
2700,10,1413716.69411541,1000,15,10,1413716.69411541,100,1,15,82.4638176016931,103.079772002116,22.3399147349017,1,NaN
2700,15,4771293.8426395,1000,15,15,4771293.8426395,100,1,15,113.139594622723,141.424493278403,30.6501562809175,1,NaN
2700,20,11309733.5529233,1000,15,20,11309733.5529233,100,1,15,141.601167099042,177.001458873802,38.3605572887062,1,NaN
2700,25,22089323.3455532,1000,15,25,22089323.3455532,100,1,15,168.52201489864,210.6525186233,45.6535672647802,1,NaN
2700,30,38170350.741116,1000,15,30,38170350.741116,100,1,15,194.275490871297,242.844363589121,52.6303296084226,1,NaN
2700,35,60613103.2601981,1000,15,35,60613103.2601981,100,1,15,219.097040294217,273.871300367772,59.3546277772817,1,NaN
2700,40,90477868.423386,1000,15,40,90477868.423386,100,1,15,243.147735660968,303.934669576211,65.870097221147,1,NaN
2700,45,128824933.751266,1000,15,45,128824933.751266,100,1,15,266.544175634402,333.180219543003,72.2083251774529,1,NaN
2700,50,176714586.764426,1000,15,50,176714586.764426,100,1,15,289.374354541641,361.717943177052,78.3931498072528,1,NaN
2700,60,305362805.928928,1000,15,60,305362805.928928,100,1,15,333.596443218148,416.995554022685,90.3731638202364,1,NaN
2700,75,596411730.329937,1000,15,75,596411730.329937,100,1,15,397.018936537582,496.273670671978,107.554676079038,1,NaN
2700,100,1413716694.11541,1000,15,100,1413716694.11541,100,1,15,496.893638001875,621.117047502344,134.611297755988,1,NaN
2700,150,4771293842.6395,1000,15,150,4771293842.6395,100,1,15,681.733473044884,852.166841306105,184.685454817441,1,NaN
2700,200,11309733552.9233,1000,15,200,11309733552.9233,100,1,15,853.231406348446,1066.53925793556,231.145215214645,1,NaN
2700,250,22089323345.5532,1000,15,250,22089323345.5532,100,1,15,1015.44555541741,1269.30694427177,275.089945938838,1,NaN
2700,350,60613103260.1981,1000,15,350,60613103260.1981,100,1,15,1320.190219098,1650.23777387251,357.646999450764,1,NaN
2700,500,176714586764.426,1000,15,500,176714586764.426,100,1,15,1743.65291293146,2179.56614116432,472.365438989233,1,NaN
2700,750,596411730329.937,1000,15,750,596411730329.937,100,1,15,2392.27566063767,2990.34457579709,648.081010985466,1,NaN
2700,1000,1413716694115.41,1000,15,1000,1413716694115.41,100,1,15,2994.08024837392,3742.6003104674,811.113278567805,1,NaN
2700,1500,4771293842639.5,1000,15,1500,4771293842639.5,100,1,15,4107.8503933096,5134.812991637,1112.83991208751,1,NaN
2700,2500,22089323345553.2,1000,15,2500,22089323345553.2,100,1,15,6118.66453553363,7648.33066941704,1657.58083958124,1,NaN
2700,3500,60613103260198.1,1000,15,3500,60613103260198.1,100,1,15,7954.93271959109,9943.66589948886,2155.03627949789,1,NaN
2700,5000,176714586764426,1000,15,5000,176714586764426,100,1,15,10506.5477747333,13133.1847184166,2846.28323393185,1,NaN
2700,7500,596411730329937,1000,15,7500,596411730329937,100,1,15,14414.886318496,18018.60789812,3905.07425722054,1,NaN
2700,10000,1.41371669411541e+15,1000,15,10000,1.41371669411541e+15,100,1,15,18041.117551336,21620.7960988143,2623.18980206314,1,NaN
3300,1,1727.87595947439,1000,15,1,1727.87595947439,100,1,15,14.6323302598273,18.2904128247841,3.96398105113621,1,NaN
3300,10,1727875.95947439,1000,15,10,1727875.95947439,100,1,15,88.1685086466482,110.21063580831,23.8853478137923,1,NaN
3300,15,5831581.36322605,1000,15,15,5831581.36322605,100,1,15,120.966377944731,151.207972430914,32.7704761635934,1,NaN
3300,20,13823007.6757951,1000,15,20,13823007.6757951,100,1,15,151.396868212551,189.246085265688,41.0142681404323,1,NaN
3300,25,26998061.8667873,1000,15,25,26998061.8667873,100,1,15,180.180049382486,225.225061728107,48.8117947628521,1,NaN
3300,30,46652650.9058084,1000,15,30,46652650.9058084,100,1,15,207.715102148825,259.643877686031,56.2711963393372,1,NaN
3300,35,74082681.7624643,1000,15,35,74082681.7624643,100,1,15,234.25375944806,292.817199310075,63.460668746585,1,NaN
3300,40,110584061.406361,1000,15,40,110584061.406361,100,1,15,259.968236464435,324.960295580544,70.4268660523306,1,NaN
3300,45,157452696.807103,1000,15,45,157452696.807103,100,1,15,284.983197935927,356.228997419909,77.203560639394,1,NaN
3300,50,215984494.934298,1000,15,50,215984494.934298,100,1,15,309.392725470899,386.740906838624,83.8162397477563,1,NaN
3300,60,373221207.246467,1000,15,60,373221207.246467,100,1,15,356.674014662237,445.842518327797,96.6250084879151,1,NaN
3300,75,728947670.403257,1000,15,75,728947670.403257,100,1,15,424.48395620091,530.604945251137,114.995105291698,1,NaN
3300,100,1727875959.47439,1000,15,100,1727875959.47439,100,1,15,531.267800749178,664.084750936472,143.923452919208,1,NaN
3300,150,5831581363.22605,1000,15,150,5831581363.22605,100,1,15,728.894506232917,911.118132791146,197.461645525944,1,NaN
3300,200,13823007675.7951,1000,15,200,13823007675.7951,100,1,15,912.256342431087,1140.32042803886,247.135404338416,1,NaN
3300,250,26998061866.7873,1000,15,250,26998061866.7873,100,1,15,1085.69215974768,1357.1151996846,294.120148478506,1,NaN
3300,350,74082681762.4643,1000,15,350,74082681762.4643,100,1,15,1411.51848329385,1764.39810411732,382.388342919442,1,NaN
3300,500,215984494934.298,1000,15,500,215984494934.298,100,1,15,1864.27552594163,2330.34440742703,505.042787287172,1,NaN
3300,750,728947670403.257,1000,15,750,728947670403.257,100,1,15,2557.76876943626,3197.21096179532,692.914030451428,1,NaN
